Category,Message,Message_Length
1,ur going bahamas callfreefone speak live operator claim either bahamas cruise ofå cash opt txt x,96
0,havent still waitin usual ìï come back sch oredi,48
0,meeting da call,15
0,k k watch films,15
0,cinema plus drink appeal tomo fr thriller director like mac,59
0,size elephant tablets u shove um ur ass,39
0,many people seems special first sight remain special till last sight maintain till life ends take cr da,103
0,parents kidz friends n colleagues screaming surprise waiting sofa naked,71
0,dunno juz askin cos got card got salon called hair sense tot da one ì_ cut ur hair,82
0,good morning pookie pie lol hope didnt wake u,45
0,maybe woke fucking wouldnt problem,34
0,happy birthday youdearwith lots loverakhesh nri,47
0,howz persons story,18
1,nd time tried contact u u pound prize claim easy call p per min btnationalrate,78
0,x ltgt going get,16
0,hi neva worry bout da truth coz truth lead ur heart itåõs least unique person like u deserve sleep tight morning,112
1,ur awarded city break could win å summer shopping spree every wk txt store skilgmetscswinawkageåperwksub,104
0,ur paper today e morn aft,25
0,lick every drop ready use mouth well,36
0,expect whenever text hope goes well tomo,40
0,great p diddy neighbor comes toothpaste every morning,53
0,av new number wil u use oneta,29
0,poking man everyday teach canada abi saying hi,46
0,lor change suntec wat time u coming,35
0,deam seeing online shop asked,29
0,curious cuz asked,17
0,nicenicehow working,19
0,okay lor wah like def wont let us go haha say terms conditions,62
0,haha yup hopefully lose kg mon hip hop go orchard weigh,55
0,shes good r u working,21
0,oh yes ive little weather ive kind coccooning home,50
0,home also,9
0,phone weirdest auto correct,27
0,oops phone died didnt even know yeah like better,48
0,havent mus ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap,96
0,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife,78
0,oh yeahand hav great time newquaysend postcard look girls im goneu know im talkin boutxx,88
0,got divorce lol shes,20
0,whats ur pin,12
0,babe got enough money pick bread milk ill give back get home,60
0,want snow freezing windy,24
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim valid hrs,91
0,come mahal bus stop ltdecimalgt,31
0,knowthis week im going tirunelvai da,36
0,baby promise treat well bet take good care,42
0,like hotel dusk game think solve puzzles area thing,51
1,thanks ringtone order reference number x mobile charged tone arrive please call customer services,97
0,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss,83
0,well must pain catch,20
0,sorry da thangamits mistake,27
0,need coz never go,17
0,rose redred bloodblood heartheart u u send tis ur friends including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,163
0,wifehow knew time murder exactly,32
1,six chances win cash pounds txt csh send cost pday days tsandcs apply reply hl info,83
1,ur cashbalance currently pounds maximize ur cashin send collect pmsg cc po box tcrw,83
0,feel like dick keep sleeping texts facebook messages sup town,61
0,plm come da way,15
0,guess wants alone time could show watch,39
0,height recycling read twice people spend time earning money money spent spending time good morning keep smiling,111
0,yup ì_ comin,12
0,yes princess toledo,19
0,aight text youre back mu ill swing need somebody get door,57
0,ron say fri leh n said ding tai feng cant make reservations said wait lor,73
0,good swimsuit allowed,21
0,okay soon best,14
0,cute thought friendship necessary share every secret ur close frnd,66
0,ok ive sent u da latest version da project,42
0,good morning dear great amp successful day,42
0,pls accept one day begging change number,40
0,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u,104
0,ok anybody asks abt u tel themp,31
0,funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn teaches hw choose wife natural disasters happens,129
0,gon na ring weekend wot,23
0,also track lighters find,24
0,sorry cant help,15
0,babe need advice,16
0,iûll leave around four ok,25
0,come medical college pm forward da,34
0,kkits goodwhen going,20
0,make lasagna vodka,18
0,hi kate u give ring asap xxx,28
0,people tour thought sofa thing sent curious sugar,49
0,told going got drunk,20
0,fucking chickened messaged would late woould buzz didnt hear word,65
1,congratulations thanks good friend u å xmas prize claim easy call p per minute btnationalrate,93
0,im always looking excuse city,29
0,yup im still coffee wif frens fren drove shell give lift,56
0,shore takin bus,15
0,u gon na get deus ex,20
0,send email mind ltgt times per night,36
1,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,102
0,tap spile seven pub gas st broad st canal ok,44
0,ok come n pick u engin,22
0,never wanted tell im short onedge late,38
0,raviyog peripherals bhayandar east,34
0,k actually guys meet sunoco howard right way,44
1,new voicemail please call,25
0,moon come color dreams stars make musical sms give warm peaceful sleep good night,81
0,finished eating got u plate leftovers time,42
0,thanx lot,9
0,hurry home u big butt hang last caller u food done im starving dont ask cooked,78
0,lol right diet everyday cheat anyway im meant fatty,51
0,great day beautiful one,23
0,happened interview,18
0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant,319
0,badrith chennaii surely pick usno competition,45
0,tot group mate lucky havent reply wat time ì_ need leave,56
0,hey around ive got enough half ten owe,38
0,hey tmr maybe meet yck,22
0,alrite sam nic checkin ur numberso ittb,39
0,making easy pay back ltgt yrs say pay back earlier get,54
0,worry im sure youll get,23
0,gas station like block away house youll drive right since armenia ends swann take howard,88
1,someone u know asked dating service contact cant guess call revealed pobox lshb p,81
1,camera awarded sipix digital camera call fromm landline delivery within days,76
0,tuition hm go one mind,22
0,im smoking people use wylie smokes much justify ruining shit,60
0,dear good morning feeling dear,30
0,little meds say take every hours pain back took another hope dont die,69
0,beautiful tomorrow never comes comes already today hunt beautiful tomorrow dont waste wonderful today goodmorning,113
0,dunno lei ì_ decide lor abt leona oops tot ben going n msg,58
0,hi moved pub would great c u u cud come,39
1,todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app,110
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,87
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,123
0,ever easier,11
1,rct thnq adrian u text rgds vatian,34
0,stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call im babysitting monday,125
0,itll tough ill,14
0,im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,130
0,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet,276
0,hi darlin finish u pick meet text back number luv kate xxx,58
0,set place heart mind mind easily forgets heart always remember wish happy valentines day,88
0,im surprised still guess right lor,34
0,okie ì_ wan meet bishan cos bishan im driving today,51
0,oh ho first time u use type words,33
0,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u,101
0,know serving mean,17
0,huh hyde park mel ah opps got confused anyway tts e best choice den juz take,76
0,oh gei happend tron maybe ill dl,32
1,free message activate free text messages replying message word free terms conditions visit wwwcom,97
0,know girls always safe selfish know got pa thank good night,59
0,worries hope photo shoot went well spiffing fun workage,55
0,im freezing craving ice fml,27
0,kay since already,17
0,eh sorry leh din c ur msg sad already lar watching tv u still office,68
0,yo im right yo work,19
0,ok darlin supose ok worry muchi film stuff mate babysit call therexx,68
0,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife,78
0,wake since checked stuff saw true available spaces pls call embassy send mail,77
0,nope juz work,13
0,huh fast dat means u havent finished painting,45
0,number u live,13
0,put party days week study lightly think need draw custom checkboxes know hardcore,81
0,sac score big hundredhe set batsman,35
0,send yettys number pls,22
0,much cost approx per month,26
0,ok theory test ì_ going book think may coz thought wan na go jiayin isnt free,77
1,contacted dating service someone know find call land line poboxwtgp,67
0,thats fine give call knows wants questions,42
0,sorry got late start way,24
0,u go back urself lor,20
0,gas station go,14
0,k u bored come home,19
0,babe love covers face kisses,28
0,like made throw smoking friends car one time awesome,52
0,still checked da,16
0,go walmart ill stay,19
0,havent forgotten might couple bucks send tomorrow k love ya,59
0,oh great ill disturb talk,25
0,reverse cheating mathematics,28
0,ure welcome caught u using broken english,41
0,problem baby good time talk called left message,47
0,sorry ill call later,20
0,oh brand,8
0,sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,232
0,time coming,11
0,call say coming today ok tell fool like ok,42
0,emailed yifeng part oredi ì_ get fr,35
0,r u sure theyll understand wine good idea slurp,47
0,minimum walk miles day,22
0,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema,71
0,brainless baby dolld vehicle sariyag drive madoke barolla,57
0,dont run away frm u walk slowly amp kills u dont care enough stop,65
1,sorry missed call lets talk time im,35
0,please attend phone,19
0,hate call didnt accept even single call mine even messaged,58
0,messages phone im holding,25
0,im free,7
0,yo trip got postponed still stocked,35
0,sorry ill call later,20
0,waiting call sir,16
0,hey reply pa,12
0,hey elaine todays meeting still,31
0,sorry ive gone place ill tomorrow really sorry,46
0,tiime dont let hug dont break tears,35
0,tomorrow going theatre come wherever u call tell come tomorrow,62
